SentenceNumber,Word,totalReadingTime
148,corpuri,616
148,de,867
148,"armată,",741
148,iar,124
148,înaintarea,495
148,rapidă,432
148,a,125
148,epuizat,556
148,trupele.,367
,,
149,Un,102
149,lucru,982
149,important,767
149,de,258
149,menționat,743
149,este,433
149,faptul,247
149,că,61
149,caracterele,755
149,pentru,283
149,cifre,217
149,sunt,667
149,corespunzător,870
149,reprezentate,922
149,diferit,371
149,numărul,492
149,lor,185
149,vecine,345
,,
150,Conexiunile,1616
150,intercelulare,855
150,permit,502
150,heterocitelor,1318
150,să,124
150,transporte,556
150,azotul,675
150,fixat,348
150,către,383
150,celulele,1332
150,vecine,739
150,și,123
150,primească,371
150,carbohidrați.,680
,,
151,Puteți,1151
151,extrage,464
151,un,151
151,singur,482
151,document,432
151,dintr-o,187
151,astfel,372
151,de,63
151,colecție,494
151,și,372
151,îl,61
151,puteți,565
151,distribui,550
151,copie,398
151,condiția,634
151,să,189
151,extras,177
151,documentul,718
151,licențe,785
151,individual,673
151,în,63
151,temeiul,621
151,prezentei,497
151,"licențe,",218
151,cu,116
151,inserați,284
151,o,115
151,a,50
151,licență,428
151,respectați,367
151,prezenta,309
151,toate,185
151,celelalte,431
151,documentului,498
151,copierea,369
151,privește,432
151,ce,124
151,ceea,247
151,privințe,499
151,textuală,281
151,respectiv.,781
151,O,65
151,altă,400
151,carte,1083
151,separată,373
151,tratează,744
151,foile,492
151,de,249
151,stil,308
151,în,125
151,cascadă,558
151,"(CSS),",464
151,care,267
151,se,50
151,ocupă,184
151,aspectul,798
151,CSS.,237
151,abordează,652
151,față,419
151,cartea,720
151,general,868
151,și,123
151,"stilizare,",1215
151,dar,165
151,pe,125
151,scurt,310
,,
152,Budismul,993
152,și,232
152,jainismul,1000
152,au,184
152,multe,499
152,teme,308
152,practici,668
152,"comune,",334
152,inclusiv,282
152,accentul,635
152,pus,315
152,pe,131
152,renunțarea,895
152,la,116
152,ajunge,188
152,credința,1209
152,nonviolență,1427
152,că,231
152,se,1259
152,eliberare,1390
152,prin,218
152,legăturile,839
152,lumești,431
152,merite,435
152,acumularea,617
152,"karma,",617
152,procesul,524
152,iluzie,528
152,leagă,273
152,care,434
152,indivizi,717
152,de,62
152,bune,849
152,rele.,218
152,În,51
152,fiecare,423
152,"an,",124
152,numărul,432
152,de,371
152,membri,495
152,ai,187
152,acestui,432
152,club,333
152,"crește,",384
152,iar,100
152,nevoia,382
152,lideri,217
152,numele,308
152,sub,371
152,și,417
152,cunoscuți,372
152,grupuri,683
152,"mici,",124
152,Facilitatori,2163
152,"nucleu,",433
152,în,247
152,cămine,247
152,crește,396
,,
153,În,233
153,"prezent,",507
153,un,187
153,loc,183
153,este,183
153,egal,186
153,cu,185
153,aproximativ,985
153,600,399
153,0,267
153,de,167
153,alegători.,501
